178,8339
358,22247
537,28232
716,38409
895,45789
1074,54287
1253,63952
1432,72662
1611,81077
1790,92277
1969,97913
2148,106280
2327,118281
2506,126984
2685,132239
2874,149530
3053,154265
3232,167010
3411,173936
3590,181411
3769,192804
3948,199525
4127,207947
4306,222743
4461,229960
