100 0.0188515282505
176 0.0188789123545
252 0.0185901989133
328 0.0187154463482
404 0.0186444896302
480 0.0186685176897
556  0.0187646521344
632  0.0187949562171
708  0.0187456513157
784  0.0188293565417
860  0.0189445116564
936  0.0189948544501
1012 0.0190006596001
1088 0.0190741645135
1164 0.0191048513641
1240 0.0191631564031
1316 0.0192456984131
1392 0.0192548795562
1468 0.0193654313268
1544 0.0194225207413
1620 0.0194923560571
1696 0.0196641364537
1772 0.0197689565237
1848 0.0198465685235
1924 0.0198817741328
2000 0.0199099584248
