1000000 1.724e-07
1760000 2.42933e-07
2520000 2.656e-07
3280000 4.04467e-07
4040000 3.46467e-07
4800000 3.554e-07
5560000 3.39333e-07
6320000 3.31667e-07
7080000 4.592e-07
7840000 3.74467e-07
8600000 5.168e-07
9360000 3.17267e-07
10120000 3.04533e-07
10880000 5.11067e-07
11640000 3.25133e-07
12400000 4.536e-07
13160000 3.90533e-07
13920000 3.23867e-07
14680000 3.30067e-07
15440000 3.91933e-07
16200000 3.36933e-07
16960000 3.60933e-07
17720000 4.426e-07
18480000 4.61e-07
19240000 3.34e-07
20000000 4.43867e-07
